x_position,x_position,z_position,x_velocity,y_velocity,z_velocity,Reward,time_stamp
15.144258499145508,-3.0349972248077393,-6.994461536407471,3.2502048015594482,-0.8875169157981873,0.5906849503517151,0.0,1.6459892617638318e+18
13.926787376403809,-2.6756556034088135,-9.28825855255127,-0.9338427782058716,0.2657763957977295,0.5499424338340759,0.0,1.6459892653685896e+18
12.748248100280762,-2.340012550354004,-6.136483192443848,-0.33691707253456116,0.09506548196077347,-0.3150821030139923,0.0,1.6459892669238198e+18
10.999878883361816,-2.235832929611206,-6.659917831420898,-1.0544205904006958,0.04446972906589508,-0.1098320409655571,0.0,1.6459892684769006e+18
9.759207725524902,-2.18609356880188,-9.14715576171875,-0.6847472190856934,0.02752205915749073,0.19941392540931702,0.0,1.6459892700457044e+18
8.925217628479004,-0.7649656534194946,-9.04166030883789,-0.33656415343284607,0.8753343224525452,-0.13812418282032013,0.0,1.6459892716142164e+18
7.155374050140381,0.26157325506210327,-9.35433578491211,-1.0408073663711548,0.4269181191921234,-0.16329173743724823,0.0,1.645989273174371e+18
4.547134876251221,0.7622460126876831,-9.727555274963379,-1.3948736190795898,0.20179840922355652,-0.2747000455856323,0.0,1.6459892747293048e+18
2.8996658325195312,0.9894760251045227,-12.446478843688965,-0.9097524285316467,0.12568561732769012,0.034233201295137405,0.0,1.6459892762954135e+18
3.179535388946533,1.13507878780365,-12.478863716125488,0.4243488907814026,0.06566741317510605,-0.010036132298409939,0.0,1.6459892778535593e+18
3.6803810596466064,2.595456123352051,-12.632890701293945,0.20009896159172058,0.904803991317749,-0.1135026216506958,0.0,1.6459892794214464e+18
3.9028801918029785,3.6570353507995605,-15.124754905700684,0.12483536452054977,0.5889260768890381,0.1805482655763626,0.0,1.645989280986351e+18
4.05180025100708,5.782673358917236,-15.081463813781738,0.04864172264933586,1.1293009519577026,-0.20237372815608978,0.0,1.6459892825592136e+18
4.096774578094482,8.52052116394043,-15.505709648132324,0.006593336351215839,1.379162311553955,-0.26010754704475403,0.0,1.6459892841295642e+18
2.7111423015594482,10.133749008178711,-15.953268051147461,-0.8833779692649841,0.6695535182952881,-0.13948658108711243,0.0,1.645989285690578e+18
1.614659070968628,10.947935104370117,-13.861471176147461,-0.31563276052474976,0.2208816260099411,-0.8310691714286804,0.0,1.6459892872479045e+18
1.2573870420455933,12.593152046203613,-14.949508666992188,-0.1725817620754242,0.9990701079368591,0.0367058701813221,0.0,1.645989288819306e+18
1.0453097820281982,12.388352394104004,-15.0103178024292,-0.08452736586332321,-0.38939282298088074,-0.0031101731583476067,0.0,1.6459892903742316e+18
-0.43643492460250854,11.915685653686523,-15.157513618469238,-0.8980216383934021,-0.20585766434669495,-0.11344308406114578,0.0,1.6459892919401014e+18
-0.10653714090585709,11.664507865905762,-15.383718490600586,0.42731961607933044,-0.09806721657514572,0.0003756520454771817,0.0,1.6459892935052698e+18
