x_position,y_position,z_position,x_velocity,y_velocity,z_velocity,Reward,time_stamp,vehicle_name
15.093780517578125,-3.021012783050537,-30.150606155395508,2.339864730834961,-0.4684867560863495,-3.4699501991271973,0.0,1647597827706971451,Drone0
15.604166030883789,-8.859816551208496,-30.71512794494629,-1.569948434829712,-2.924203872680664,-0.34170717000961304,-101.16294220399816,1647597830167316530,Drone0
10.228543281555176,-8.48301887512207,-30.705665588378906,-2.2728071212768555,-0.051408130675554276,-0.35429123044013977,-0.9680686719864156,1647597839699963948,Drone0
10.46827507019043,-8.481443405151367,-36.47050857543945,-0.05985474959015846,0.01353667676448822,-3.134945869445801,-1.0887462147699027,1647597847308948536,Drone0
10.470588684082031,-2.9667539596557617,-35.92575454711914,-0.001967099728062749,2.171818971633911,-0.323372483253479,-1.3258844885508017,1647597856925273272,Drone0
4.930830001831055,-3.242947578430176,-35.86847686767578,-2.1728789806365967,0.06056241691112518,-0.32607436180114746,-11.317268428575243,1647597866543290921,Drone0
5.202178955078125,-8.800680160522461,-35.81656265258789,-0.0487927570939064,-2.145885705947876,-0.32516804337501526,-21.278993052773437,1647597876096856301,Drone0
5.210696220397949,-8.555717468261719,-41.653648376464844,-0.015420534648001194,-0.054667528718709946,-2.9882147312164307,-31.970832540524594,1647597883705704363,Drone0
-0.2801920175552368,-8.552910804748535,-41.12202072143555,-2.0939817428588867,-0.00226126192137599,-0.2855604887008667,-42.01479823384458,1647597893518452466,Drone0
-5.570851802825928,-8.572760581970215,-41.074371337890625,-2.088754177093506,0.017712051048874855,-0.2895974814891815,-31.983908520192955,1647597903423966839,Drone0
-5.3430399894714355,-8.578158378601074,-46.87376403808594,-0.055676743388175964,0.012895549647510052,-3.0792462825775146,-42.96179287429361,1647597911044670820,Drone0
-5.339755058288574,-8.578773498535156,-52.33623123168945,-0.0009717534994706511,0.000742121075745672,-2.705988883972168,-54.33562705649855,1647597918674902072,Drone0
-5.3421950340271,-3.060995101928711,-51.67998504638672,-0.001110039185732603,1.8816919326782227,-0.30004754662513733,-64.3837538151277,1647597928668583142,Drone0
-10.80085277557373,-3.4018642902374268,-51.61153793334961,-1.9703577756881714,0.06292177736759186,-0.26912662386894226,-44.35716585065508,1647597938763280222,Drone0
-16.076671600341797,-3.428921937942505,-51.549888610839844,-1.968470573425293,0.018480204045772552,-0.27880850434303284,-24.337942207603184,1647597948991049057,Drone0
-21.335857391357422,-3.4542274475097656,-51.48603439331055,-1.968479037284851,0.01976027339696884,-0.2806134521961212,-24.305673660204256,1647597959191354242,Drone0
-21.12092399597168,-3.4622557163238525,-51.45406723022461,0.0928402990102768,-0.025008689612150192,0.002166521269828081,-34.30809248794407,1647597965361416124,Drone0
-21.028072357177734,-3.45934796333313,-57.25555419921875,-0.0025722896680235863,-0.0012896732660010457,-3.173657178878784,-46.128843236005046,1647597972948026964,Drone0
-21.031185150146484,1.9962353706359863,-56.74103546142578,-0.0012837883550673723,1.8708369731903076,-0.2830127477645874,-55.85173215948731,1647597983214011151,Drone0
-26.493621826171875,1.7085744142532349,-56.68149185180664,-1.8858184814453125,0.05422476679086685,-0.30210721492767334,-26.051870627637104,1647597993468459541,Drone0
-26.229103088378906,-3.7493691444396973,-56.64894485473633,-0.045763712376356125,-1.8706164360046387,-0.2647252082824707,-36.10728204795199,1647598003663972879,Drone0
-26.221406936645508,-3.5590128898620605,-62.48237991333008,-0.014051076956093311,-0.04533572494983673,-3.150458812713623,-48.54789507873961,1647598011279484281,Drone0
-26.2219181060791,-9.02964973449707,-61.98268508911133,-0.0012544369092211127,-1.7764084339141846,-0.340040922164917,-158.1376625019367,1647598021722097145,Drone0
-31.681467056274414,-8.741344451904297,-61.90235900878906,-1.8424650430679321,-0.052968692034482956,-0.3268815279006958,-58.58642516850698,1647598032084971798,Drone0
-31.475244522094727,-8.74157428741455,-55.953407287597656,-0.05584890767931938,0.01379748247563839,2.6775100231170654,-66.07914209599129,1647598039899208923,Drone0
